cliente_id,cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,engajamento_score,retorno_relativo,flag_risco,intensidade_rel,segmento_enc,churn
CLI01011,CLI01011,Family Office,30,2,10.78,2,346.413,0,0.05,-0.84,0,3.7726,3.0,0
CLI01012,CLI01012,Wealth,136,7,16.22,3,258.189,0,0.2625,4.6,0,6.8205,2.0,0
CLI01013,CLI01013,Alta Renda,102,3,14.57,2,3.43,1,0.075,2.95,0,5.0918,0.0,1
CLI01014,CLI01014,Private,30,5,11.16,1,122.986,0,0.0625,-0.46,0,2.3803,1.0,0
CLI01015,CLI01015,Wealth,131,8,3.3,3,74.672,0,0.3,-8.32,0,6.769,2.0,0
CLI01016,CLI01016,Alta Renda,138,2,8.83,6,3.0,0,0.15,-2.79,0,9.602,0.0,0
CLI01017,CLI01017,Private,14,4,14.46,5,12.467,0,0.25,2.84,0,4.8522,1.0,0
CLI01018,CLI01018,Wealth,121,8,12.68,0,31.034,0,0.0,1.06,0,0.0,2.0,0
CLI01019,CLI01019,Alta Renda,139,2,5.19,2,4.028,0,0.05,-6.43,0,5.4289,0.0,0
CLI01020,CLI01020,Private,65,7,3.91,2,21.636,0,0.175,-7.71,0,4.6028,1.0,0
CLI01021,CLI01021,Alta Renda,126,8,12.32,10,14.032,0,1.0,0.7,0,11.6159,0.0,0
CLI01022,CLI01022,Wealth,113,8,7.06,1,47.207,0,0.1,-4.56,0,3.2829,2.0,0
CLI01023,CLI01023,Family Office,113,3,7.46,1,355.21,0,0.0375,-4.16,0,3.2829,3.0,0
CLI01024,CLI01024,Wealth,136,6,14.32,3,49.196,0,0.225,2.7,0,6.8205,2.0,0
CLI01025,CLI01025,Private,81,5,16.55,4,7.834,0,0.25,4.93,0,7.0923,1.0,0
CLI01026,CLI01026,Wealth,35,3,8.35,2,92.694,0,0.075,-3.27,0,3.9369,2.0,0
CLI01027,CLI01027,Wealth,26,1,11.31,3,126.586,1,0.0375,-0.31,0,4.569,2.0,1
CLI01028,CLI01028,Alta Renda,39,5,11.19,3,8.897,0,0.1875,-0.43,0,5.1139,0.0,0
CLI01029,CLI01029,Private,46,3,10.81,1,24.336,0,0.0375,-0.81,0,2.6687,1.0,0
CLI01030,CLI01030,Alta Renda,56,4,11.67,0,6.3,0,0.0,0.05,0,0.0,0.0,0
CLI01031,CLI01031,Private,87,5,14.68,1,91.115,0,0.0625,3.06,0,3.1035,1.0,0
CLI01032,CLI01032,Alta Renda,63,5,8.67,3,10.457,0,0.1875,-2.95,0,5.7654,0.0,0
CLI01033,CLI01033,Alta Renda,80,2,5.09,7,3.447,0,0.175,-6.53,0,9.138,0.0,0
CLI01034,CLI01034,Alta Renda,28,4,18.6,4,7.222,1,0.2,6.98,0,5.4195,0.0,1
CLI01035,CLI01035,Private,133,1,16.08,6,37.053,0,0.075,4.46,0,9.5308,1.0,0
CLI01036,CLI01036,Alta Renda,22,6,6.86,4,3.0,0,0.3,-4.76,0,5.0464,0.0,0
CLI01037,CLI01037,Private,74,8,12.07,2,19.374,1,0.2,0.45,0,4.7432,1.0,1
CLI01038,CLI01038,Alta Renda,113,7,15.74,1,8.467,0,0.0875,4.12,0,3.2829,0.0,0
CLI01039,CLI01039,Alta Renda,99,3,14.65,2,8.074,0,0.075,3.03,0,5.0593,0.0,0
CLI01040,CLI01040,Private,20,2,13.44,5,103.653,0,0.125,1.82,0,5.4551,1.0,0
CLI01041,CLI01041,Private,96,3,10.79,5,9.843,0,0.1875,-0.83,0,8.1968,1.0,0
CLI01042,CLI01042,Alta Renda,38,1,18.75,2,8.18,0,0.025,7.13,0,4.0248,0.0,0
CLI01043,CLI01043,Private,130,8,12.43,5,36.766,0,0.5,0.81,0,8.7352,1.0,0
CLI01044,CLI01044,Wealth,21,1,9.34,3,113.915,0,0.0375,-2.28,0,4.2851,2.0,0
CLI01045,CLI01045,Private,71,5,15.16,0,29.112,0,0.0,3.54,0,0.0,1.0,0
CLI01046,CLI01046,Alta Renda,52,7,11.9,7,13.304,1,0.6125,0.28,0,8.256,0.0,1
CLI01047,CLI01047,Alta Renda,129,1,12.97,2,10.726,0,0.025,1.35,0,5.3475,0.0,0
CLI01048,CLI01048,Wealth,6,3,12.35,5,148.424,0,0.1875,0.73,0,3.4866,2.0,0
CLI01049,CLI01049,Alta Renda,92,4,13.59,1,3.6,0,0.05,1.97,0,3.1418,0.0,0
CLI01050,CLI01050,Wealth,133,4,7.39,1,93.363,0,0.05,-4.23,0,3.3949,2.0,0
CLI01051,CLI01051,Private,72,5,5.41,1,24.143,0,0.0625,-6.21,0,2.9739,1.0,0
CLI01052,CLI01052,Wealth,9,6,17.52,2,95.535,0,0.15,5.9,0,2.5296,2.0,0
CLI01053,CLI01053,Private,52,3,12.55,2,45.443,0,0.075,0.93,0,4.3618,1.0,0
CLI01054,CLI01054,Family Office,43,3,14.74,1,965.17,0,0.0375,3.12,0,2.623,3.0,0
CLI01055,CLI01055,Alta Renda,26,1,4.11,1,13.415,0,0.0125,-7.51,0,2.2845,0.0,0
CLI01056,CLI01056,Private,62,7,15.98,3,13.777,0,0.2625,4.36,0,5.7436,1.0,0
CLI01057,CLI01057,Alta Renda,122,3,9.31,3,6.238,1,0.1125,-2.31,0,6.6711,0.0,1
CLI01058,CLI01058,Private,51,2,8.11,6,33.777,0,0.15,-3.51,0,7.6888,1.0,0
CLI01059,CLI01059,Private,44,6,11.23,5,31.299,0,0.375,-0.39,0,6.8206,1.0,0
CLI01060,CLI01060,Wealth,142,1,7.39,3,343.501,0,0.0375,-4.23,0,6.88,2.0,0
CLI01061,CLI01061,Family Office,104,2,11.49,2,718.971,0,0.05,-0.13,0,5.1129,3.0,0
CLI01062,CLI01062,Private,82,5,10.93,0,16.603,0,0.0,-0.69,0,0.0,1.0,0
CLI01063,CLI01063,Alta Renda,120,4,15.95,0,3.0,0,0.0,4.33,0,0.0,0.0,0
CLI01064,CLI01064,Alta Renda,139,5,17.86,0,6.594,0,0.0,6.24,0,0.0,0.0,0
CLI01065,CLI01065,Private,96,4,17.72,5,90.216,0,0.25,6.1,0,8.1968,1.0,0
CLI01066,CLI01066,Alta Renda,103,5,1.99,2,9.992,0,0.125,-9.63,0,5.1024,0.0,0
CLI01067,CLI01067,Alta Renda,125,3,7.57,2,4.008,0,0.075,-4.05,0,5.3132,0.0,0
CLI01068,CLI01068,Alta Renda,51,2,1.95,2,14.57,0,0.05,-9.67,0,4.3409,0.0,0
CLI01069,CLI01069,Alta Renda,43,4,6.49,3,4.213,0,0.15,-5.13,0,5.246,0.0,0
CLI01070,CLI01070,Alta Renda,105,1,8.77,4,5.373,0,0.05,-2.85,0,7.5055,0.0,0
CLI01071,CLI01071,Alta Renda,77,2,13.22,1,4.856,0,0.025,1.6,0,3.0198,0.0,0
CLI01072,CLI01072,Alta Renda,40,1,9.32,7,3.0,0,0.0875,-2.3,0,7.7222,0.0,0
CLI01073,CLI01073,Alta Renda,35,2,9.43,6,4.054,0,0.15,-2.19,0,6.9732,0.0,0
CLI01074,CLI01074,Family Office,83,2,12.26,2,217.655,0,0.05,0.64,0,4.8677,3.0,0
CLI01075,CLI01075,Alta Renda,89,5,4.32,2,4.732,0,0.125,-7.3,0,4.9435,0.0,0
CLI01076,CLI01076,Alta Renda,118,4,7.98,3,6.517,0,0.15,-3.64,0,6.6253,0.0,0
CLI01077,CLI01077,Private,30,4,9.39,4,25.106,0,0.2,-2.23,0,5.5268,1.0,0
CLI01078,CLI01078,Alta Renda,93,7,10.65,2,3.0,0,0.175,-0.97,0,4.9913,0.0,0
CLI01079,CLI01079,Wealth,19,2,11.82,2,240.799,0,0.05,0.2,0,3.2911,2.0,0
CLI01080,CLI01080,Private,107,3,17.8,1,25.765,0,0.0375,6.18,0,3.2454,1.0,0
CLI01081,CLI01081,Alta Renda,88,3,15.32,4,10.381,1,0.15,3.7,0,7.2242,0.0,1
CLI01082,CLI01082,Alta Renda,115,1,8.27,6,10.325,0,0.075,-3.35,0,9.2501,0.0,0
CLI01083,CLI01083,Wealth,136,1,10.4,3,143.434,0,0.0375,-1.22,0,6.8205,2.0,0
CLI01084,CLI01084,Wealth,24,5,10.12,3,199.6,0,0.1875,-1.5,0,4.4623,2.0,0
CLI01085,CLI01085,Private,33,2,9.34,2,15.114,0,0.05,-2.28,0,3.8741,1.0,0
CLI01086,CLI01086,Private,76,1,12.64,5,25.386,0,0.0625,1.02,0,7.7831,1.0,0
CLI01087,CLI01087,Alta Renda,68,1,3.69,2,13.406,0,0.025,-7.93,0,4.6516,0.0,0
CLI01088,CLI01088,Family Office,78,6,15.2,3,1079.815,0,0.225,3.58,0,6.0573,3.0,0
CLI01089,CLI01089,Alta Renda,129,2,18.61,3,3.082,0,0.075,6.99,0,6.7478,0.0,0
CLI01090,CLI01090,Wealth,124,8,10.37,2,31.451,0,0.2,-1.25,0,5.3044,2.0,0
CLI01091,CLI01091,Private,126,5,10.28,1,113.642,0,0.0625,-1.34,0,3.3577,1.0,0
CLI01092,CLI01092,Private,24,1,12.16,1,24.061,0,0.0125,0.54,0,2.2312,1.0,0
CLI01093,CLI01093,Private,125,5,15.78,4,38.223,0,0.25,4.16,0,7.7837,1.0,0
CLI01094,CLI01094,Alta Renda,66,4,10.14,1,5.959,0,0.05,-1.48,0,2.9145,0.0,0
CLI01095,CLI01095,Alta Renda,35,5,15.42,3,11.748,0,0.1875,3.8,0,4.9678,0.0,0
CLI01096,CLI01096,Alta Renda,14,8,13.55,2,12.318,0,0.2,1.93,0,2.9751,0.0,0
CLI01097,CLI01097,Alta Renda,69,3,21.42,1,15.789,0,0.0375,9.8,0,2.9448,0.0,0
CLI01098,CLI01098,Private,125,8,10.12,6,49.528,0,0.6,-1.5,0,9.411,1.0,0
CLI01099,CLI01099,Alta Renda,57,3,3.2,2,7.407,0,0.075,-8.42,0,4.4609,0.0,0
CLI01100,CLI01100,Alta Renda,94,5,5.48,4,6.788,0,0.25,-6.14,0,7.3292,0.0,0
CLI01101,CLI01101,Family Office,58,3,11.55,4,508.733,0,0.15,-0.07,0,6.5625,3.0,0
CLI01102,CLI01102,Wealth,83,4,15.82,7,64.446,0,0.35,4.2,0,9.2136,2.0,0
CLI01103,CLI01103,Wealth,46,2,8.76,2,83.059,0,0.05,-2.86,0,4.2298,2.0,0
CLI01104,CLI01104,Family Office,73,3,10.53,8,1115.199,0,0.3,-1.09,0,9.457,3.0,0
CLI01105,CLI01105,Alta Renda,13,3,14.38,3,3.0,0,0.1125,2.76,0,3.6585,0.0,0
CLI01106,CLI01106,Alta Renda,7,5,7.45,4,12.574,0,0.25,-4.17,0,3.3467,0.0,0
CLI01107,CLI01107,Private,110,4,8.93,4,25.112,0,0.2,-2.69,0,7.5797,1.0,0
CLI01108,CLI01108,Private,130,7,6.6,5,21.899,1,0.4375,-5.02,0,8.7352,1.0,1
CLI01109,CLI01109,Alta Renda,115,7,16.45,1,5.434,0,0.0875,4.83,0,3.2949,0.0,0
CLI01110,CLI01110,Private,91,7,17.98,3,37.172,0,0.2625,6.36,0,6.2685,1.0,0
CLI01111,CLI01111,Alta Renda,125,7,4.87,2,7.132,0,0.175,-6.75,0,5.3132,0.0,0
CLI01112,CLI01112,Alta Renda,132,2,10.9,1,6.875,1,0.025,-0.72,0,3.3897,0.0,1
CLI01113,CLI01113,Private,21,8,17.41,2,24.227,0,0.2,5.79,0,3.3959,1.0,0
CLI01114,CLI01114,Private,67,5,13.17,2,22.945,0,0.125,1.55,0,4.6356,1.0,0
CLI01115,CLI01115,Private,118,5,9.45,1,49.212,0,0.0625,-2.17,0,3.3126,1.0,0
CLI01116,CLI01116,Alta Renda,17,6,5.01,7,3.0,0,0.525,-6.61,0,6.0104,0.0,0
CLI01117,CLI01117,Wealth,40,4,16.34,3,64.941,0,0.15,4.72,0,5.1481,2.0,0
CLI01118,CLI01118,Alta Renda,16,7,13.01,1,4.48,0,0.0875,1.39,0,1.9638,0.0,0
CLI01119,CLI01119,Alta Renda,69,2,5.31,1,8.985,0,0.025,-6.31,0,2.9448,0.0,0
CLI01120,CLI01120,Wealth,55,4,16.5,1,40.276,0,0.05,4.88,0,2.7902,2.0,0
CLI01121,CLI01121,Wealth,74,7,4.78,4,144.58,0,0.35,-6.84,0,6.9487,2.0,0
CLI01122,CLI01122,Wealth,53,2,10.57,6,270.756,0,0.15,-1.05,0,7.7622,2.0,0
CLI01123,CLI01123,Private,25,4,10.39,6,26.858,0,0.3,-1.23,0,6.34,1.0,0
CLI01124,CLI01124,Private,106,5,18.3,0,57.983,0,0.0,6.68,0,0.0,1.0,0
CLI01125,CLI01125,Private,142,5,10.4,7,26.497,0,0.4375,-1.22,0,10.3199,1.0,0
CLI01126,CLI01126,Alta Renda,73,8,10.39,3,6.815,0,0.3,-1.23,0,5.9667,0.0,0
CLI01127,CLI01127,Alta Renda,40,1,5.78,2,9.024,1,0.025,-5.84,0,4.0798,0.0,1
CLI01128,CLI01128,Alta Renda,70,8,8.81,4,10.773,0,0.4,-2.81,0,6.8605,0.0,0
CLI01129,CLI01129,Alta Renda,13,3,8.07,1,4.451,1,0.0375,-3.55,0,1.8293,0.0,1
CLI01130,CLI01130,Private,50,8,8.29,1,12.704,0,0.1,-3.33,0,2.7253,1.0,0
CLI01131,CLI01131,Private,92,7,11.53,2,3.585,0,0.175,-0.09,0,4.9796,1.0,0
CLI01132,CLI01132,Alta Renda,81,6,1.28,0,5.273,0,0.0,-10.34,0,0.0,0.0,0
CLI01133,CLI01133,Alta Renda,81,4,5.16,6,6.477,0,0.3,-6.46,0,8.5751,0.0,0
CLI01134,CLI01134,Private,52,6,11.03,3,9.294,0,0.225,-0.59,0,5.504,1.0,0
CLI01135,CLI01135,Alta Renda,20,1,12.01,4,10.712,0,0.05,0.39,0,4.9,0.0,0
CLI01136,CLI01136,Wealth,110,3,10.52,2,109.088,0,0.075,-1.1,0,5.1739,2.0,0
CLI01137,CLI01137,Private,31,4,11.33,1,10.305,1,0.05,-0.29,0,2.4023,1.0,1
CLI01138,CLI01138,Private,57,2,9.78,0,32.856,0,0.0,-1.84,0,0.0,1.0,0
CLI01139,CLI01139,Private,98,7,11.42,4,15.633,0,0.35,-0.2,0,7.3956,1.0,0
CLI01140,CLI01140,Private,26,3,13.32,0,8.565,0,0.0,1.7,0,0.0,1.0,0
CLI01141,CLI01141,Alta Renda,56,5,13.29,3,6.154,0,0.1875,1.67,0,5.6049,0.0,0
CLI01142,CLI01142,Private,43,1,8.61,4,25.885,0,0.05,-3.01,0,6.0904,1.0,0
CLI01143,CLI01143,Private,25,3,15.34,2,14.63,0,0.075,3.72,0,3.5794,1.0,0
CLI01144,CLI01144,Alta Renda,137,7,12.16,0,3.0,0,0.0,0.54,0,0.0,0.0,0
CLI01145,CLI01145,Wealth,60,8,16.68,1,167.637,0,0.1,5.06,0,2.8494,2.0,0
CLI01146,CLI01146,Private,97,3,17.52,1,36.968,0,0.0375,5.9,0,3.1781,1.0,0
CLI01147,CLI01147,Private,33,8,5.44,4,36.422,0,0.4,-6.18,0,5.6755,1.0,0
CLI01148,CLI01148,Wealth,9,7,7.89,0,107.0,0,0.0,-3.73,0,0.0,2.0,0
CLI01149,CLI01149,Wealth,81,5,14.92,2,82.551,0,0.125,3.3,0,4.8413,2.0,0
CLI01150,CLI01150,Private,72,4,4.51,3,38.809,0,0.15,-7.11,0,5.9478,1.0,0
CLI01151,CLI01151,Wealth,91,2,17.46,3,199.928,0,0.075,5.84,0,6.2685,2.0,0
CLI01152,CLI01152,Private,96,5,10.06,2,6.033,0,0.125,-1.56,0,5.0258,1.0,0
CLI01153,CLI01153,Private,110,8,13.92,1,28.773,0,0.1,2.3,0,3.2644,1.0,0
CLI01154,CLI01154,Private,6,8,11.01,0,26.033,0,0.0,-0.61,0,0.0,1.0,0
CLI01155,CLI01155,Private,77,2,5.65,2,13.453,0,0.05,-5.97,0,4.7863,1.0,0
CLI01156,CLI01156,Alta Renda,92,4,15.93,3,6.277,0,0.15,4.31,0,6.2835,0.0,0
CLI01157,CLI01157,Wealth,11,3,23.05,4,43.474,1,0.15,11.43,0,3.9993,2.0,1
CLI01158,CLI01158,Wealth,66,2,9.34,4,32.762,0,0.1,-2.28,0,6.7672,2.0,0
CLI01159,CLI01159,Alta Renda,17,1,10.15,1,10.477,0,0.0125,-1.47,0,2.0035,0.0,0
CLI01160,CLI01160,Private,11,1,0.37,0,7.766,0,0.0,-11.25,1,0.0,1.0,0
CLI01161,CLI01161,Alta Renda,32,7,17.18,3,14.765,0,0.2625,5.56,0,4.8472,0.0,0
CLI01162,CLI01162,Alta Renda,141,5,15.33,4,8.168,0,0.25,3.71,0,7.9761,0.0,0
CLI01163,CLI01163,Private,129,8,4.22,0,26.232,0,0.0,-7.4,0,0.0,1.0,0
CLI01164,CLI01164,Alta Renda,111,4,2.83,1,3.091,0,0.05,-8.79,0,3.2706,0.0,0
CLI01165,CLI01165,Private,98,7,3.31,4,53.02,0,0.35,-8.31,0,7.3956,1.0,0
CLI01166,CLI01166,Wealth,114,5,14.21,2,43.077,0,0.125,2.59,0,5.2128,2.0,0
CLI01167,CLI01167,Private,104,5,14.63,5,5.949,0,0.3125,3.01,0,8.3388,1.0,0
CLI01168,CLI01168,Alta Renda,40,7,7.62,4,5.598,0,0.35,-4.0,0,5.9768,0.0,0
CLI01169,CLI01169,Alta Renda,89,6,13.6,3,9.09,0,0.225,1.98,0,6.2381,0.0,0
CLI01170,CLI01170,Private,61,5,12.17,4,16.991,0,0.25,0.55,0,6.6424,1.0,0
CLI01171,CLI01171,Family Office,54,6,9.96,4,319.468,0,0.3,-1.66,0,6.4496,3.0,0
CLI01172,CLI01172,Private,51,1,15.57,5,30.299,0,0.0625,3.95,0,7.0797,1.0,0
CLI01173,CLI01173,Alta Renda,118,1,6.44,1,11.272,0,0.0125,-5.18,0,3.3126,0.0,0
CLI01174,CLI01174,Private,141,5,16.32,1,54.99,0,0.0625,4.7,0,3.4351,1.0,0
CLI01175,CLI01175,Private,48,1,8.44,2,23.215,0,0.025,-3.18,0,4.2756,1.0,0
CLI01176,CLI01176,Private,129,4,18.98,2,89.193,0,0.1,7.36,0,5.3475,1.0,0
CLI01177,CLI01177,Alta Renda,102,6,7.28,2,9.252,0,0.15,-4.34,0,5.0918,0.0,0
CLI01178,CLI01178,Private,95,6,10.02,3,9.535,0,0.225,-1.6,0,6.3275,1.0,0
CLI01179,CLI01179,Private,44,5,11.75,1,8.348,0,0.0625,0.13,0,2.6386,1.0,0
CLI01180,CLI01180,Family Office,90,1,11.72,4,340.015,1,0.05,0.1,0,7.2599,3.0,1
CLI01181,CLI01181,Alta Renda,67,2,13.56,2,6.095,0,0.05,1.94,0,4.6356,0.0,0
CLI01182,CLI01182,Private,111,8,6.1,0,51.565,0,0.0,-5.52,0,0.0,1.0,0
CLI01183,CLI01183,Wealth,112,7,11.34,1,191.581,0,0.0875,-0.28,0,3.2768,2.0,0
CLI01184,CLI01184,Alta Renda,59,7,12.08,4,11.224,1,0.35,0.46,0,6.5896,0.0,1
CLI01185,CLI01185,Wealth,131,6,9.28,3,116.416,0,0.225,-2.34,0,6.769,2.0,0
CLI01186,CLI01186,Private,14,5,13.2,2,6.838,0,0.125,1.58,0,2.9751,1.0,0
CLI01187,CLI01187,Alta Renda,93,5,5.85,3,4.921,0,0.1875,-5.77,0,6.2983,0.0,0
CLI01188,CLI01188,Alta Renda,42,4,10.13,2,7.748,0,0.1,-1.49,0,4.1321,0.0,0
CLI01189,CLI01189,Private,54,3,8.34,1,36.934,0,0.0375,-3.28,0,2.7777,1.0,0
CLI01190,CLI01190,Alta Renda,46,8,10.14,1,10.573,0,0.1,-1.48,0,2.6687,0.0,0
CLI01191,CLI01191,Private,22,3,17.58,4,23.464,0,0.15,5.96,0,5.0464,1.0,0
CLI01192,CLI01192,Alta Renda,93,6,17.66,3,9.612,0,0.225,6.04,0,6.2983,0.0,0
CLI01193,CLI01193,Private,26,7,16.84,4,16.307,0,0.35,5.22,0,5.3044,1.0,0
CLI01194,CLI01194,Alta Renda,56,4,9.56,4,9.732,0,0.2,-2.06,0,6.507,0.0,0
CLI01195,CLI01195,Wealth,64,4,15.31,2,140.503,0,0.1,3.69,0,4.586,2.0,0
CLI01196,CLI01196,Family Office,46,4,11.97,4,775.239,0,0.2,0.35,0,6.1966,3.0,0
CLI01197,CLI01197,Family Office,44,6,11.69,4,301.705,0,0.3,0.07,0,6.1266,3.0,0
CLI01198,CLI01198,Private,16,3,11.18,4,21.676,0,0.15,-0.44,0,4.5599,1.0,0
CLI01199,CLI01199,Alta Renda,82,7,18.89,3,9.598,0,0.2625,7.27,0,6.1258,0.0,0
