cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,assessor_id,risco_saida_assessor,prob_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos,sem_historico_12m,cliente_novo_sem_contato_hist
CLI00844,Alta Renda,95,3,10.99,4.0,3.0,0,ADV0007,0,0.068,0.204,26.2,-0.06,24.8,3,0,0
CLI00845,Alta Renda,9,7,11.57,2.0,4.347,0,ADV0020,0,0.1143,0.497,51.2,-0.197,2.6,2,0,0
CLI00846,Alta Renda,131,8,11.74,2.0,9.253,1,ADV0004,0,0.1679,1.554,17.5,0.018,10.5,6,0,0
CLI00847,Family Office,44,4,8.49,2.0,332.814,1,ADV0049,0,0.1398,46.527,31.6,-0.001,10.4,6,0,0
CLI00848,Private,134,6,18.07,5.0,28.073,0,ADV0025,0,0.1058,2.97,4.0,-0.409,14.0,2,0,0
CLI00849,Private,29,1,13.23,4.0,40.571,0,ADV0029,0,0.1427,5.789,20.9,0.025,9.9,3,0,0
CLI00850,Alta Renda,62,1,11.67,3.0,6.463,0,ADV0003,0,0.1,0.646,42.9,0.188,32.9,5,0,0
CLI00851,Private,105,3,6.86,4.0,30.91,0,ADV0038,0,0.1127,3.484,7.0,-0.093,10.6,6,0,0
CLI00852,Alta Renda,75,2,6.62,2.816326530612245,3.686,0,ADV0010,0,0.1446,0.533,8.5,-0.249,41.8,5,0,0
CLI00853,Wealth,46,4,10.2,2.0,103.697,0,ADV0045,0,0.0857,8.887,23.1,0.093,12.7,7,0,0
CLI00854,Alta Renda,65,7,8.56,4.0,15.975,0,ADV0010,0,0.1446,2.31,13.3,0.22,47.4,5,0,0
CLI00855,Alta Renda,113,2,7.02,3.0,4.509,0,ADV0009,0,0.1144,0.516,2.0,0.196,11.6,6,0,0
CLI00856,Alta Renda,62,1,9.94,3.0,7.139,1,ADV0001,0,0.0542,0.387,13.2,0.137,16.3,3,0,0
CLI00857,Private,36,2,10.59,1.0,52.845,0,ADV0023,0,0.1145,6.051,32.3,0.022,24.5,4,0,0
CLI00858,Private,89,1,12.1,4.0,17.958,0,ADV0028,0,0.1197,2.15,10.6,-0.198,22.2,5,0,0
CLI00859,Alta Renda,41,2,9.38,0.0,6.37,1,ADV0003,0,0.1,0.637,25.0,0.03,18.7,10,0,0
CLI00860,Private,113,3,7.27,4.0,28.994,0,ADV0039,0,0.1042,3.021,22.2,0.178,14.2,4,0,0
CLI00861,Private,111,5,7.41,1.0,54.479,1,ADV0022,1,0.1452,7.91,29.7,-0.18,12.4,3,0,0
CLI00862,Private,91,3,16.59,1.0,48.318,0,ADV0026,0,0.1872,9.045,10.1,0.08,9.4,1,0,0
CLI00863,Alta Renda,140,3,6.24,3.0,3.868,0,ADV0021,0,0.1223,0.473,8.0,0.144,14.2,3,0,0
CLI00864,Alta Renda,19,5,13.03,2.0,7.75,0,ADV0020,0,0.1143,0.886,66.4,0.194,10.9,5,0,0
CLI00865,Private,125,5,13.68,1.0,11.524,1,ADV0028,0,0.1197,1.379,31.8,-0.301,16.3,9,0,0
CLI00866,Alta Renda,143,8,10.99,2.606741573033708,8.685,0,ADV0007,0,0.068,0.591,18.2,-0.189,6.1,6,0,0
CLI00867,Alta Renda,85,8,18.92,2.0,5.412,0,ADV0009,0,0.1144,0.619,19.0,-0.11,3.7,5,0,0
CLI00868,Wealth,111,4,13.61,4.0,68.698,0,ADV0044,0,0.1616,11.102,11.9,-0.222,25.1,3,0,0
CLI00869,Wealth,75,7,19.24,5.0,39.32,0,ADV0047,0,0.1208,4.75,16.5,-0.011,27.5,1,0,0
CLI00870,Alta Renda,49,7,8.77,3.0,5.818,0,ADV0018,0,0.1071,0.623,11.0,-0.054,24.1,5,0,0
CLI00871,Alta Renda,78,4,8.84,3.0,9.739,0,ADV0013,0,0.1362,1.326,6.5,0.472,13.8,11,0,0
CLI00872,Private,50,3,13.72,1.0,15.173,0,ADV0032,0,0.1735,2.633,16.9,0.197,10.3,6,0,0
CLI00873,Alta Renda,112,3,10.4,0.0,3.0,1,ADV0020,0,0.1143,0.343,19.8,0.099,11.2,4,0,0
CLI00874,Alta Renda,89,1,18.58,2.0,4.398,0,ADV0001,0,0.0542,0.238,17.5,0.104,7.3,2,0,0
CLI00875,Alta Renda,87,1,12.94,7.0,7.872,0,ADV0007,0,0.068,0.535,19.8,-0.081,12.7,2,0,0
CLI00876,Private,112,7,7.11,0.0,26.659,0,ADV0036,0,0.2067,5.51,18.1,-0.061,27.1,5,0,0
CLI00877,Private,26,4,4.21,1.0,24.32,0,ADV0033,0,0.0642,1.561,6.1,-0.04,7.9,4,0,0
CLI00878,Alta Renda,12,6,11.17,8.0,5.239,1,ADV0001,0,0.0542,0.284,10.0,-0.108,27.4,3,0,0
CLI00879,Alta Renda,75,8,11.13,3.0,5.198,0,ADV0011,0,0.0656,0.341,10.4,0.086,3.9,4,0,0
CLI00880,Alta Renda,132,6,12.82,2.606741573033708,11.494,0,ADV0011,0,0.0656,0.754,24.8,0.0,15.8,4,0,0
CLI00881,Private,125,4,16.58,2.0,26.922,0,ADV0033,0,0.0642,1.728,24.0,-0.064,18.0,6,0,0
CLI00882,Alta Renda,133,1,16.03,4.0,4.941,0,ADV0000,1,0.1134,0.56,7.4,-0.131,9.1,5,0,0
CLI00883,Alta Renda,62,7,9.07,4.0,20.79,0,ADV0005,0,0.154,3.202,4.3,-0.306,5.8,6,0,0
CLI00884,Private,63,7,6.07,2.7857142857142856,45.147,1,ADV0041,1,0.1061,4.79,71.2,0.335,23.0,6,0,0
CLI00885,Alta Renda,26,1,6.32,4.0,3.0,0,ADV0009,0,0.1144,0.343,17.7,0.485,13.8,6,0,0
CLI00886,Private,87,6,8.41,3.0,33.309,0,ADV0032,0,0.1735,5.779,3.8,0.264,56.2,4,0,0
CLI00887,Alta Renda,74,2,9.96,3.0,3.0,1,ADV0011,0,0.0656,0.197,9.6,-0.54,37.7,7,0,0
CLI00888,Alta Renda,136,2,12.78,2.816326530612245,11.351,0,ADV0005,0,0.154,1.748,25.5,0.173,27.5,3,0,0
CLI00889,Alta Renda,92,1,8.14,2.0,4.074,0,ADV0011,0,0.0656,0.267,44.9,0.225,1.2,7,0,0
CLI00890,Private,54,2,12.68,7.0,34.495,0,ADV0036,0,0.2067,7.13,40.4,-0.089,8.0,2,0,0
CLI00891,Wealth,120,5,13.02,3.0,250.458,0,ADV0044,0,0.1616,40.474,17.2,0.108,5.3,5,0,0
CLI00892,Wealth,94,4,12.1,1.0,98.425,0,ADV0043,0,0.0608,5.984,13.1,-0.1,2.1,2,0,0
CLI00893,Alta Renda,90,4,6.76,4.0,4.112,0,ADV0019,0,0.1791,0.736,5.6,0.336,13.1,4,0,0
CLI00894,Private,133,1,13.46,2.0,41.87,0,ADV0033,0,0.0642,2.688,13.9,0.08,22.6,8,0,0
CLI00895,Alta Renda,122,3,20.24,3.0,12.031,0,ADV0010,0,0.1446,1.74,6.2,-0.202,6.3,3,0,0
CLI00896,Alta Renda,132,8,12.53,2.0,5.325,0,ADV0015,0,0.1504,0.801,9.5,0.147,2.3,6,0,0
CLI00897,Wealth,76,6,-0.9,3.0,885.524,0,ADV0045,0,0.0857,75.889,23.1,0.233,6.7,6,0,0
CLI00898,Alta Renda,91,1,16.71,2.0,11.549,0,ADV0000,1,0.1134,1.31,10.9,0.044,12.0,6,0,0
CLI00899,Alta Renda,38,2,8.55,4.0,5.004,0,ADV0004,0,0.1679,0.84,10.4,0.105,11.4,3,0,0
CLI00900,Alta Renda,86,6,21.02,1.0,8.545,0,ADV0010,0,0.1446,1.236,12.6,-0.015,13.5,4,0,0
CLI00901,Alta Renda,66,3,11.99,3.0,5.284,0,ADV0001,0,0.0542,0.286,57.6,-0.25,17.7,5,0,0
CLI00902,Alta Renda,66,2,4.42,4.0,4.221,0,ADV0009,0,0.1144,0.483,5.1,-0.033,13.3,4,0,0
CLI00903,Private,103,7,2.83,2.7650602409638556,53.341,0,ADV0029,0,0.1427,7.612,15.9,0.115,23.4,5,0,0
CLI00904,Alta Renda,33,8,17.97,2.0,18.133,0,ADV0021,0,0.1223,2.218,38.1,-0.028,6.4,1,0,0
CLI00905,Wealth,48,5,16.14,2.0,64.966,0,ADV0045,0,0.0857,5.568,12.6,0.176,11.0,3,0,0
CLI00906,Private,91,2,20.85,4.0,4.475,0,ADV0042,0,0.2352,1.053,28.6,-0.086,19.7,6,0,0
CLI00907,Alta Renda,22,5,11.55,4.0,12.935,0,ADV0017,0,0.0868,1.123,4.1,-0.072,16.2,6,0,0
CLI00908,Alta Renda,103,6,11.26,1.0,4.694,0,ADV0012,0,0.0662,0.311,11.2,0.183,38.9,6,0,0
CLI00909,Alta Renda,103,5,9.89,5.0,6.346,0,ADV0018,0,0.1071,0.68,6.8,0.049,6.6,6,0,0
CLI00910,Private,70,6,8.74,4.0,22.203,0,ADV0029,0,0.1427,3.168,12.5,-0.091,19.9,6,0,0
CLI00911,Alta Renda,79,6,9.85,3.0,15.766,0,ADV0013,0,0.1362,2.147,12.7,0.227,8.4,8,0,0
CLI00912,Private,90,6,12.41,6.0,16.485,0,ADV0031,0,0.1595,2.629,13.6,-0.152,7.7,4,0,0
CLI00913,Alta Renda,10,6,,3.0,4.065,0,ADV0020,0,0.1143,0.465,23.0,-0.16,26.3,10,1,0
CLI00914,Private,7,6,,2.0,37.24,0,ADV0028,0,0.1197,4.458,1.2,-0.622,13.2,7,1,0
CLI00915,Alta Renda,27,2,12.17,3.0,4.188,0,ADV0021,0,0.1223,0.512,8.1,-0.122,16.1,9,0,0
CLI00916,Alta Renda,117,6,7.86,1.0,9.065,1,ADV0015,0,0.1504,1.363,16.8,0.139,10.0,3,0,0
CLI00917,Wealth,62,2,-2.11,2.963855421686747,72.25,1,ADV0048,0,0.1202,8.684,4.2,-0.351,27.0,3,0,0
CLI00918,Private,71,6,13.82,1.0,21.22,0,ADV0039,0,0.1042,2.211,19.9,-0.209,3.6,6,0,0
CLI00919,Alta Renda,79,5,6.85,1.0,24.402,0,ADV0006,0,0.1377,3.36,8.0,0.097,15.2,6,0,0
CLI00920,Wealth,103,7,14.28,3.0,61.392,1,ADV0045,0,0.0857,5.261,18.5,-0.617,6.0,3,0,0
CLI00921,Private,117,6,14.18,3.0,29.304,0,ADV0024,0,0.102,2.989,23.7,-0.112,12.2,8,0,0
CLI00922,Wealth,130,3,12.69,6.0,98.099,0,ADV0045,0,0.0857,8.407,29.4,0.251,23.4,1,0,0
CLI00923,Private,91,6,21.99,1.0,46.688,0,ADV0041,1,0.1061,4.954,20.3,0.449,2.8,6,0,0
CLI00924,Alta Renda,81,6,10.92,7.0,7.21,0,ADV0021,0,0.1223,0.882,4.9,0.064,65.3,1,0,0
CLI00925,Alta Renda,93,5,10.3,3.0,12.47,0,ADV0000,1,0.1134,1.414,19.7,-0.204,7.6,2,0,0
CLI00926,Alta Renda,43,8,14.37,0.0,4.0,1,ADV0013,0,0.1362,0.545,21.7,-0.648,12.5,9,0,0
CLI00927,Private,64,4,11.27,4.0,19.5,0,ADV0027,0,0.1397,2.724,17.9,0.032,16.0,4,0,0
CLI00928,Private,143,5,16.37,1.0,34.81,0,ADV0031,0,0.1595,5.552,32.5,0.062,7.4,1,0,0
CLI00929,Alta Renda,104,3,6.17,0.0,8.538,0,ADV0012,0,0.0662,0.565,13.9,0.409,9.5,3,0,0
CLI00930,Alta Renda,68,4,6.24,3.0,5.744,0,ADV0006,0,0.1377,0.791,31.7,0.214,26.9,4,0,0
CLI00931,Wealth,54,1,14.72,4.0,306.241,0,ADV0043,0,0.0608,18.619,31.6,0.019,21.8,4,0,0
CLI00932,Family Office,37,1,6.61,2.0,480.329,0,ADV0049,0,0.1398,67.15,20.9,-0.074,11.2,6,0,0
CLI00933,Private,140,8,14.06,3.0,71.129,0,ADV0026,0,0.1872,13.315,16.1,0.663,13.4,8,0,0
CLI00934,Alta Renda,26,3,13.05,6.0,19.542,0,ADV0009,0,0.1144,2.236,18.0,0.138,14.8,5,0,0
CLI00935,Alta Renda,25,5,8.58,2.816326530612245,16.864,0,ADV0013,0,0.1362,2.297,37.0,-0.147,19.3,9,0,0
CLI00936,Alta Renda,132,2,13.04,2.6315789473684212,24.522,0,ADV0000,1,0.1134,2.781,26.2,-0.049,20.2,9,0,0
CLI00937,Wealth,73,3,6.31,1.0,212.102,0,ADV0046,1,0.1543,32.727,5.5,-0.193,19.9,5,0,0
CLI00938,Alta Renda,115,7,7.3,2.0,4.775,0,ADV0005,0,0.154,0.735,17.3,-0.529,10.0,4,0,0
CLI00939,Private,121,4,10.5,0.0,46.117,0,ADV0028,0,0.1197,5.52,6.5,0.069,14.5,2,0,0
CLI00940,Alta Renda,125,4,11.83,4.0,7.138,0,ADV0013,0,0.1362,0.972,7.8,0.392,25.1,2,0,0
CLI00941,Private,84,6,10.22,3.0,10.813,0,ADV0028,0,0.1197,1.294,9.8,-0.359,46.4,11,0,0
CLI00942,Private,121,1,13.32,1.0,23.504,0,ADV0032,0,0.1735,4.078,3.7,0.012,14.2,4,0,0
CLI00943,Private,97,8,13.13,4.0,34.664,0,ADV0043,0,0.0608,2.108,6.2,-0.156,9.0,12,0,0
CLI00944,Alta Renda,19,4,17.92,0.0,8.604,0,ADV0010,0,0.1446,1.244,33.6,0.115,7.2,2,0,0
CLI00945,Alta Renda,130,3,11.1,2.0,4.879,0,ADV0000,1,0.1134,0.553,7.7,-0.038,20.0,5,0,0
CLI00946,Alta Renda,63,4,16.52,6.0,7.523,0,ADV0006,0,0.1377,1.036,23.1,-0.299,3.5,3,0,0
CLI00947,Wealth,33,8,15.37,2.0,41.369,0,ADV0045,0,0.0857,3.545,14.8,-0.216,20.1,3,0,0
CLI00948,Wealth,31,8,21.13,2.963855421686747,240.605,0,ADV0045,0,0.0857,20.62,19.1,-0.183,20.4,3,0,0
CLI00949,Private,118,8,10.97,4.0,39.012,0,ADV0029,0,0.1427,5.567,19.7,0.296,9.2,5,0,0
CLI00950,Private,71,3,9.73,1.0,24.066,0,ADV0030,0,0.1175,2.828,5.9,0.285,15.8,3,0,0
CLI00951,Private,136,2,16.78,2.8461538461538463,19.074,0,ADV0033,0,0.0642,1.225,23.0,-0.068,11.5,8,0,0
CLI00952,Alta Renda,49,6,13.12,3.0,11.54,0,ADV0009,0,0.1144,1.32,4.5,0.27,4.4,5,0,0
CLI00953,Wealth,102,1,16.88,3.0,171.451,0,ADV0046,1,0.1543,26.455,7.5,-0.038,19.2,4,0,0
CLI00954,Alta Renda,47,4,14.51,0.0,5.172,0,ADV0021,0,0.1223,0.633,19.5,-0.072,18.1,3,0,0
CLI00955,Alta Renda,11,3,,2.0,4.754,0,ADV0018,0,0.1071,0.509,5.6,0.013,9.8,6,1,0
CLI00956,Private,28,5,13.08,1.0,29.162,0,ADV0025,0,0.1058,3.085,1.8,0.063,46.0,9,0,0
CLI00957,Alta Renda,94,1,12.81,1.0,4.584,1,ADV0002,0,0.1022,0.468,17.8,-0.387,13.6,2,0,0
CLI00958,Alta Renda,128,2,12.06,2.0,3.343,0,ADV0008,0,0.1289,0.431,3.1,0.005,2.5,3,0,0
CLI00959,Private,56,3,10.94,8.0,14.586,0,ADV0037,0,0.1863,2.717,20.7,0.173,25.9,7,0,0
CLI00960,Alta Renda,16,7,4.81,3.0,11.197,0,ADV0004,0,0.1679,1.88,10.4,0.028,22.2,3,0,0
CLI00961,Private,17,7,15.17,2.7857142857142856,54.166,0,ADV0030,0,0.1175,6.365,16.5,0.009,23.9,5,0,0
CLI00962,Alta Renda,79,6,13.07,2.0,4.748,0,ADV0011,0,0.0656,0.311,16.3,0.109,6.2,7,0,0
CLI00963,Alta Renda,13,6,16.13,3.0,4.481,0,ADV0019,0,0.1791,0.803,21.7,0.147,15.5,6,0,0
CLI00964,Alta Renda,46,2,5.04,2.816326530612245,9.364,0,ADV0014,1,0.1786,1.672,19.8,-0.014,13.3,3,0,0
CLI00965,Alta Renda,90,2,13.63,5.0,6.959,0,ADV0017,0,0.0868,0.604,5.6,-0.104,11.9,1,0,0
CLI00966,Private,77,6,10.51,3.0,85.92,0,ADV0036,0,0.2067,17.76,10.9,0.042,30.2,6,0,0
CLI00967,Alta Renda,60,4,12.1,3.0,5.243,0,ADV0015,0,0.1504,0.789,16.5,-0.351,13.6,4,0,0
CLI00968,Private,142,4,10.56,6.0,35.482,1,ADV0028,0,0.1197,4.247,33.9,-0.379,30.2,7,0,0
CLI00969,Private,52,3,13.78,1.0,24.355,0,ADV0023,0,0.1145,2.789,20.0,-0.544,10.0,3,0,0
CLI00970,Private,109,5,10.82,2.0,49.242,0,ADV0033,0,0.0642,3.161,30.3,-0.369,5.8,4,0,0
CLI00971,Wealth,47,3,7.08,5.0,150.413,0,ADV0047,0,0.1208,18.17,17.1,-0.402,14.5,4,0,0
CLI00972,Private,65,5,11.86,3.0,44.494,0,ADV0037,0,0.1863,8.289,26.5,0.23,31.7,1,0,0
CLI00973,Alta Renda,17,2,10.6,3.0,10.933,0,ADV0010,0,0.1446,1.581,15.6,0.003,10.6,5,0,0
CLI00974,Alta Renda,135,1,11.15,2.0,5.129,0,ADV0001,0,0.0542,0.278,25.8,-0.278,16.1,4,0,0
CLI00975,Alta Renda,12,3,-1.89,3.0,3.0,0,ADV0013,0,0.1362,0.409,10.0,0.108,11.7,1,0,0
CLI00976,Private,85,3,14.37,3.0,23.733,0,ADV0029,0,0.1427,3.387,34.4,0.218,12.6,3,0,0
CLI00977,Alta Renda,136,5,10.18,3.0,14.573,0,ADV0002,0,0.1022,1.489,18.5,0.112,22.9,7,0,0
CLI00978,Private,114,8,5.84,6.0,27.208,1,ADV0024,0,0.102,2.775,6.3,0.12,7.3,0,0,0
CLI00979,Private,8,2,15.37,0.0,19.424,0,ADV0029,0,0.1427,2.772,16.9,0.051,3.8,7,0,0
CLI00980,Alta Renda,32,2,14.17,3.0,4.439,0,ADV0017,0,0.0868,0.385,20.0,0.198,25.9,3,0,0
CLI00981,Private,119,7,10.13,2.0,30.908,1,ADV0039,0,0.1042,3.221,32.1,-0.218,25.1,3,0,0
CLI00982,Alta Renda,112,8,6.66,2.816326530612245,4.714,0,ADV0005,0,0.154,0.726,42.1,0.007,10.1,3,0,0
CLI00983,Alta Renda,45,5,12.25,0.0,4.725,0,ADV0003,0,0.1,0.472,8.8,-0.057,52.0,1,0,0
CLI00984,Private,134,2,12.02,2.0,33.5,0,ADV0037,0,0.1863,6.241,42.3,-0.355,22.1,6,0,0
CLI00985,Private,13,8,15.38,3.0,17.534,0,ADV0024,0,0.102,1.788,13.1,0.202,6.9,5,0,0
CLI00986,Private,106,6,9.64,2.0,14.693,0,ADV0034,0,0.056,0.823,7.2,0.453,27.1,2,0,0
CLI00987,Alta Renda,129,8,16.52,0.0,7.233,0,ADV0021,0,0.1223,0.885,9.0,-0.192,22.5,2,0,0
CLI00988,Alta Renda,112,4,9.23,2.0,6.02,0,ADV0012,0,0.0662,0.399,19.2,0.212,0.4,6,0,0
CLI00989,Private,106,7,5.85,3.0,12.637,1,ADV0042,0,0.2352,2.972,12.2,-0.383,19.1,4,0,0
CLI00990,Private,9,6,,3.0,35.95,0,ADV0040,0,0.1452,5.22,10.1,0.029,6.0,7,1,0
CLI00991,Private,115,1,11.24,2.0,27.808,0,ADV0035,0,0.0652,1.813,16.6,0.332,12.6,4,0,0
CLI00992,Alta Renda,24,3,11.22,10.0,12.053,0,ADV0013,0,0.1362,1.642,34.3,-0.114,46.5,5,0,0
CLI00993,Private,37,7,12.88,3.0,26.631,0,ADV0029,0,0.1427,3.8,23.1,-0.003,23.5,4,0,0
CLI00994,Alta Renda,142,1,11.12,3.0,17.3,0,ADV0017,0,0.0868,1.502,13.5,-0.396,25.5,3,0,0
CLI00995,Alta Renda,17,3,15.6,1.0,4.818,1,ADV0004,0,0.1679,0.809,22.2,-0.236,54.7,5,0,0
CLI00996,Wealth,51,4,10.4,4.0,70.508,0,ADV0046,1,0.1543,10.879,15.5,-0.419,25.6,4,0,0
CLI00997,Alta Renda,124,8,3.12,2.0,4.179,1,ADV0006,0,0.1377,0.575,8.5,0.381,8.0,8,0,0
CLI00998,Wealth,21,2,10.99,1.0,73.998,0,ADV0048,0,0.1202,8.895,38.1,0.183,14.8,5,0,0
CLI00999,Alta Renda,134,6,3.07,2.0,5.253,0,ADV0021,0,0.1223,0.642,34.6,-0.049,22.8,6,0,0
CLI01000,Alta Renda,68,5,12.64,0.0,8.912,0,ADV0009,0,0.1144,1.02,12.4,0.063,22.4,2,0,0
CLI01001,Private,114,6,15.94,0.0,37.0,0,ADV0027,0,0.1397,5.169,9.2,-0.072,4.0,5,0,0
CLI01002,Wealth,124,4,7.36,4.0,120.25,1,ADV0045,0,0.0857,10.305,13.3,-0.034,48.9,4,0,0
CLI01003,Private,26,1,17.46,2.0,16.308,0,ADV0037,0,0.1863,3.038,20.0,0.028,6.6,3,0,0
CLI01004,Private,18,5,15.04,2.7857142857142856,14.732,1,ADV0041,1,0.1061,1.563,21.4,-0.71,57.9,4,0,0
CLI01005,Private,9,2,16.57,2.0,32.358,0,ADV0033,0,0.0642,2.077,6.8,0.207,23.2,5,0,0
CLI01006,Private,107,4,12.3,1.0,9.924,0,ADV0034,0,0.056,0.556,15.6,-0.086,22.0,4,0,0
CLI01007,Wealth,64,5,7.33,2.0,76.778,0,ADV0044,0,0.1616,12.407,22.6,-0.279,7.1,10,0,0
CLI01008,Alta Renda,133,4,14.78,2.606741573033708,6.566,0,ADV0012,0,0.0662,0.435,8.7,-0.097,9.3,7,0,0
CLI01009,Private,32,8,8.88,3.0,23.97,0,ADV0024,0,0.102,2.445,11.3,-0.418,38.4,3,0,0
CLI01010,Alta Renda,74,4,12.0,1.0,5.316,0,ADV0011,0,0.0656,0.349,11.2,-0.275,35.3,3,0,0
CLI01011,Family Office,30,2,10.78,2.0,346.413,0,ADV0049,0,0.1398,48.429,7.1,0.031,12.0,5,0,0
CLI01012,Wealth,136,7,16.22,3.0,258.189,0,ADV0047,0,0.1208,31.189,11.4,0.05,11.3,4,0,0
CLI01013,Alta Renda,102,3,14.57,2.0,3.43,1,ADV0001,0,0.0542,0.186,7.0,-0.236,23.1,4,0,0
CLI01014,Private,30,5,11.16,1.0,122.986,0,ADV0035,0,0.0652,8.019,10.8,0.001,27.2,6,0,0
CLI01015,Wealth,131,8,3.3,3.0,74.672,0,ADV0046,1,0.1543,11.522,10.9,-0.152,25.6,3,0,0
CLI01016,Alta Renda,138,2,8.83,6.0,3.0,0,ADV0009,0,0.1144,0.343,12.5,-0.012,17.4,5,0,0
CLI01017,Private,14,4,14.46,2.7857142857142856,12.467,0,ADV0028,0,0.1197,1.492,18.2,-0.096,14.9,3,0,0
CLI01018,Wealth,121,8,12.68,0.0,31.034,0,ADV0046,1,0.1543,4.789,4.6,-0.358,11.9,7,0,0
CLI01019,Alta Renda,139,2,5.19,2.0,4.028,0,ADV0001,0,0.0542,0.218,5.4,-0.17,54.9,4,0,0
CLI01020,Private,65,7,3.91,2.0,21.636,0,ADV0035,0,0.0652,1.411,7.0,0.196,4.4,3,0,0
CLI01021,Alta Renda,126,8,12.32,10.0,14.032,0,ADV0015,0,0.1504,2.11,4.2,0.349,10.2,3,0,0
CLI01022,Wealth,113,8,7.06,1.0,47.207,0,ADV0046,1,0.1543,7.284,19.6,0.143,16.6,3,0,0
CLI01023,Family Office,113,3,7.46,1.0,355.21,0,ADV0048,0,0.1202,42.696,8.4,0.34,3.7,5,0,0
CLI01024,Wealth,136,6,14.32,3.0,49.196,0,ADV0047,0,0.1208,5.943,12.8,0.019,8.9,5,0,0
CLI01025,Private,81,5,16.55,4.0,7.834,0,ADV0023,0,0.1145,0.897,6.5,0.383,46.1,8,0,0
CLI01026,Wealth,35,3,8.35,2.0,92.694,0,ADV0044,0,0.1616,14.979,9.9,0.452,24.5,10,0,0
CLI01027,Wealth,26,1,11.31,3.0,126.586,1,ADV0043,0,0.0608,7.696,21.0,-0.646,19.6,8,0,0
CLI01028,Alta Renda,39,5,11.19,3.0,8.897,0,ADV0016,0,0.1544,1.374,16.7,0.049,8.6,6,0,0
CLI01029,Private,46,3,10.81,1.0,24.336,0,ADV0043,0,0.0608,1.48,5.6,0.019,4.5,1,0,0
CLI01030,Alta Renda,56,4,11.67,0.0,6.3,0,ADV0001,0,0.0542,0.341,12.3,-0.093,9.8,6,0,0
CLI01031,Private,87,5,14.68,1.0,91.115,0,ADV0029,0,0.1427,13.002,6.6,0.108,19.5,2,0,0
CLI01032,Alta Renda,63,5,8.67,2.606741573033708,10.457,0,ADV0011,0,0.0656,0.686,12.0,0.009,17.3,3,0,0
CLI01033,Alta Renda,80,2,5.09,7.0,3.447,0,ADV0006,0,0.1377,0.475,7.9,-0.162,10.1,12,0,0
CLI01034,Alta Renda,28,4,18.6,4.0,7.222,1,ADV0003,0,0.1,0.722,44.7,-0.236,8.6,4,0,0
CLI01035,Private,133,1,16.08,6.0,37.053,0,ADV0035,0,0.0652,2.416,22.5,0.265,11.8,2,0,0
CLI01036,Alta Renda,22,6,6.86,4.0,3.0,0,ADV0017,0,0.0868,0.26,17.2,0.04,11.6,6,0,0
CLI01037,Private,74,8,12.07,2.0,19.374,1,ADV0036,0,0.2067,4.005,11.0,0.043,23.7,1,0,0
CLI01038,Alta Renda,113,7,15.74,1.0,8.467,0,ADV0003,0,0.1,0.847,22.9,-0.061,15.7,6,0,0
CLI01039,Alta Renda,99,3,14.65,2.0,8.074,0,ADV0016,0,0.1544,1.247,12.6,0.099,14.3,2,0,0
CLI01040,Private,20,2,13.44,5.0,103.653,0,ADV0027,0,0.1397,14.48,37.1,-0.266,28.7,7,0,0
CLI01041,Private,96,3,10.79,5.0,9.843,0,ADV0040,0,0.1452,1.429,24.4,-0.11,35.1,2,0,0
CLI01042,Alta Renda,38,1,18.75,2.0,8.18,0,ADV0016,0,0.1544,1.263,9.9,-0.023,17.2,10,0,0
CLI01043,Private,130,8,12.43,5.0,36.766,0,ADV0031,0,0.1595,5.864,34.4,-0.281,17.5,8,0,0
CLI01044,Wealth,21,1,9.34,2.963855421686747,113.915,0,ADV0045,0,0.0857,9.763,10.6,-0.183,12.4,5,0,0
CLI01045,Private,71,5,15.16,0.0,29.112,0,ADV0030,0,0.1175,3.421,41.0,0.069,7.0,3,0,0
CLI01046,Alta Renda,52,7,11.9,7.0,13.304,1,ADV0011,0,0.0656,0.873,38.1,-0.309,24.4,5,0,0
CLI01047,Alta Renda,129,1,12.97,2.0,10.726,0,ADV0001,0,0.0542,0.581,16.1,0.177,20.8,5,0,0
CLI01048,Wealth,6,3,12.35,5.0,148.424,0,ADV0045,0,0.0857,12.72,3.3,-0.132,13.1,2,0,0
CLI01049,Alta Renda,92,4,13.59,1.0,3.6,0,ADV0000,1,0.1134,0.408,15.3,0.013,15.7,4,0,0
CLI01050,Wealth,133,4,7.39,1.0,93.363,0,ADV0045,0,0.0857,8.001,5.1,-0.148,27.5,5,0,0
CLI01051,Private,72,5,5.41,1.0,24.143,0,ADV0026,0,0.1872,4.52,8.1,0.155,30.4,5,0,0
CLI01052,Wealth,9,6,,2.0,95.535,0,ADV0047,0,0.1208,11.541,8.6,0.262,1.2,4,1,0
CLI01053,Private,52,3,12.55,2.0,45.443,0,ADV0040,0,0.1452,6.598,5.1,0.106,8.4,4,0,0
CLI01054,Family Office,43,3,14.74,1.0,965.17,0,ADV0049,0,0.1398,134.931,15.3,0.233,13.1,2,0,0
CLI01055,Alta Renda,26,1,4.11,1.0,13.415,0,ADV0017,0,0.0868,1.164,7.3,0.007,5.8,1,0,0
